stream,year,date,doy,rm_upper,rm_lower,rm_length,redds,survey_type,flow,method
Tahuya River,2007,2007-03-05,64,2.6,1,1.6,2,INDX,Medium,FOOT
Dewatto River,2007,2007-03-08,67,3,1.8,1.2,2,INDX,Medium,FOOT
Union River,2007,2007-03-08,67,1.7,0.3,1.4,2,INDX,Low,FOOT
Tahuya River,2007,2007-05-07,127,2.6,1,1.6,2,INDX,Low,FOOT
Tahuya River,2007,2007-03-19,78,7.5,5,2.5,2,INDX,Low,FOOT
Tahuya River,2007,2007-05-21,141,2.6,1,1.6,2,INDX,Low,FOOT
Tahuya River,2007,2007-03-16,75,10,7.5,2.5,2,INDX,Medium,FOOT
Dewatto River,2007,2007-03-29,88,1.8,0.3,1.5,2,INDX,Low,FOOT
"Skokomish River, MS",2007,2007-04-03,93,9,8,1,2,INDX,Medium,RAFT
"Skokomish River, SF",2007,2007-04-13,103,0.8,0,0.8,2,INDX,Medium,RAFT
Tahuya River,2007,2007-04-17,107,7.5,5,2.5,2,INDX,Low,FOOT
Little Quilcene River,2007,2007-04-23,113,4.3,3,1.3,2,INDX,Medium,FOOT
Dewatto River,2007,2007-03-01,60,1.8,0.3,1.5,2,INDX,Medium,FOOT
Little Quilcene River,2007,2007-04-06,96,1.8,0.8,1,2,INDX,Medium,FOOT
Dewatto River,2007,2007-04-16,106,1.8,0.3,1.5,2,INDX,Low,FOOT
"Skokomish River, SF",2007,2007-04-20,110,0.8,0,0.8,2,INDX,Medium,RAFT
"Skokomish River, MS",2007,2007-05-01,121,9,8,1,2,INDX,Medium,RAFT
Snow Creek,2007,2007-04-12,102,0.8,0,0.8,2,INDX,Medium,FOOT
Snow Creek,2007,2007-03-05,64,0.8,0,0.8,2,INDX,Medium,FOOT
Tahuya River,2007,2007-04-25,115,2.6,1,1.6,2,INDX,Low,FOOT
"Skokomish River, SF",2007,2007-04-20,110,23.5,19,4.5,2,INDX,Low,RAFT
"Skokomish River, SF",2007,2007-04-20,110,13.5,12,1.5,2,INDX,Medium,FOOT
"Skokomish River, SF",2007,2007-05-08,128,13.5,12,1.5,2,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2007,2007-06-04,155,1.5,0,1.5,2,SUPP,Low,FOOT
"Skokomish River, SF",2007,2007-06-26,177,23.5,19,4.5,2,INDX,Low,FOOT
"Skokomish River, MS",2007,2007-04-12,102,5.31,2.21,3.1,2,INDX,Medium,HELI
"Skokomish River, MS",2007,2007-04-30,120,5.31,2.21,3.1,2,INDX,Medium,HELI
"Skokomish River, MS",2007,2007-05-25,145,5.31,2.21,3.1,2,INDX,Low,HELI
Tahuya River,2007,2007-03-26,85,7.5,5,2.5,3,INDX,Low,FOOT
Tahuya River,2007,2007-03-27,86,2.6,1,1.6,3,INDX,Low,FOOT
Little Quilcene River,2007,2007-03-29,88,3,1.8,1.2,3,INDX,Medium,FOOT
Little Quilcene River,2007,2007-03-29,88,4.3,3,1.3,3,INDX,Medium,FOOT
Tahuya River,2007,2007-04-09,99,7.5,5,2.5,3,INDX,Low,FOOT
Tahuya River,2007,2007-04-09,99,5,2.6,2.4,3,INDX,Low,FOOT
Tahuya River,2007,2007-04-30,120,2.6,1,1.6,3,INDX,Low,FOOT
Tahuya River,2007,2007-03-19,78,5,2.6,2.4,3,INDX,Low,FOOT
Little Quilcene River,2007,2007-04-06,96,4.3,3,1.3,3,INDX,Medium,FOOT
Tahuya River,2007,2007-04-17,107,5,2.6,2.4,3,INDX,Low,FOOT
Tahuya River,2007,2007-03-02,61,7.5,5,2.5,3,INDX,Medium,FOOT
"Skokomish River, NF",2007,2007-05-24,144,12.7,9,3.7,3,INDX,Medium,RAFT
"Skokomish River, MS",2007,2007-05-10,130,6.3,5.3,1,3,INDX,Low,RAFT
"Skokomish River, NF",2007,2007-05-02,122,13.3,12.7,0.6,3,INDX,Medium,FOOT
"Skokomish River, SF",2007,2007-04-25,115,12,10,2,3,INDX,Medium,FOOT
"Skokomish River, SF",2007,2007-04-30,120,4.5,0.8,3.7,3,INDX,Medium,FOOT
"Skokomish River, SF",2007,2007-05-22,142,13.5,10,3.5,3,INDX,Medium,FOOT
LeBar Creek (SF Skok trib),2007,2007-07-02,183,0.5,0,0.5,3,SUPP,Low,FOOT
Tahuya River,2007,2007-03-26,85,5,2.6,2.4,4,INDX,Low,FOOT
Little Quilcene River,2007,2007-03-23,82,4.3,3,1.3,4,INDX,Low,FOOT
Union River,2007,2007-04-04,94,1.7,0.3,1.4,4,INDX,Low,FOOT
Union River,2007,2007-03-20,79,1.7,0.3,1.4,4,INDX,Medium,FOOT
Tahuya River,2007,2007-04-17,107,2.6,1,1.6,4,INDX,Low,FOOT
Tahuya River,2007,2007-03-02,61,5,2.6,2.4,4,INDX,Medium,FOOT
"Skokomish River, SF",2007,2007-04-20,110,19,13.5,5.5,4,INDX,Low,RAFT
"Skokomish River, SF",2007,2007-05-17,137,13.5,10,3.5,4,INDX,Medium,FOOT
"Skokomish River, SF",2007,2007-05-21,141,19,13.5,5.5,4,INDX,Medium,FOOT
"Skokomish River, SF",2007,2007-06-22,173,4.5,0.8,3.7,4,INDX,Low,FOOT
"Skokomish River, MS",2007,2007-04-12,102,8.01,6.31,1.7,4,INDX,Medium,HELI
"Skokomish River, NF",2007,2007-04-30,120,9.01,8.01,1,4,INDX,Medium,HELI
Tahuya River,2007,2007-03-08,67,5,2.6,2.4,5,INDX,Low,FOOT
"Skokomish River, SF",2007,2007-04-24,114,19,17,2,5,INDX,Medium,FOOT
"Skokomish River, MS",2007,2007-05-15,135,6.31,5.31,1,5,INDX,Low,HELI
Snow Creek,2007,2007-03-23,82,0.8,0,0.8,6,INDX,Medium,FOOT
Snow Creek,2007,2007-04-02,92,0.8,0,0.8,6,INDX,Medium,FOOT
Tahuya River,2007,2007-03-08,67,10,7.5,2.5,6,INDX,Low,FOOT
Tahuya River,2007,2007-04-02,92,7.5,5,2.5,6,INDX,Low,FOOT
Snow Creek,2007,2007-04-02,92,0.8,0,0.8,6,INDX,Medium,FOOT
Snow Creek,2007,2007-03-23,82,0.8,0,0.8,6,INDX,Medium,FOOT
"Skokomish River, NF",2007,2007-05-18,138,14.2,13.3,0.9,6,INDX,Medium,FOOT
"Skokomish River, SF",2007,2007-06-20,171,13.5,10,3.5,6,INDX,Low,FOOT
"Skokomish River, MS",2007,2007-06-04,155,8.01,6.31,1.7,6,INDX,Low,HELI
"Skokomish River, NF",2007,2007-05-02,122,14.2,13.3,0.9,7,INDX,High,FOOT
"Skokomish River, SF",2007,2007-04-19,109,4.5,0.8,3.7,7,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2007,2007-05-01,121,1.5,0,1.5,7,SUPP,Low,FOOT
"Skokomish River, SF",2007,2007-05-31,151,13,12,1,7,INDX,Low,FOOT
"Skokomish River, MS",2007,2007-04-30,120,8.01,6.31,1.7,7,INDX,Medium,HELI
"Skokomish River, MS",2007,2007-05-25,145,8.01,6.31,1.7,7,INDX,Low,HELI
"Skokomish River, SF",2007,2007-06-26,177,19,13.5,5.5,8,INDX,Low,FOOT
Tahuya River,2007,2007-04-10,100,2.6,1,1.6,9,INDX,Low,FOOT
"Skokomish River, NF",2007,2007-05-10,130,14.2,13.3,0.9,9,INDX,Medium,FOOT
Tahuya River,2007,2007-04-02,92,10,7.5,2.5,10,INDX,Low,FOOT
"Skokomish River, NF",2007,2007-04-13,103,14.1,13.3,0.8,10,INDX,Medium,FOOT
"Skokomish River, MS",2007,2007-05-15,135,8.01,6.31,1.7,10,INDX,Low,HELI
Tahuya River,2007,2007-03-08,67,7.5,5,2.5,11,INDX,Low,FOOT
"Skokomish River, SF",2007,2007-05-17,137,19,17,2,14,INDX,Medium,FOOT
"Skokomish River, SF",2007,2007-06-06,157,23.5,19,4.5,17,INDX,Low,FOOT
"Skokomish River, SF",2007,2007-05-10,130,19,13.5,5.5,18,INDX,Medium,FOOT
"Skokomish River, SF",2007,2007-05-30,150,19,13.5,5.5,22,INDX,Low,FOOT
Snow Creek,2008,2008-03-03,63,0.8,0,0.8,0,INDX,Medium,FOOT
Dewatto River,2008,2008-03-04,64,3,1.8,1.2,0,INDX,Low,FOOT
Dewatto River,2008,2008-03-04,64,0.3,0,0.3,0,SUPP,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-03-03,63,2.9,1.7,1.2,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-03-03,63,1.7,0,1.7,0,INDX,Low,FOOT
Duckabush River,2008,2008-03-06,66,2.6,2.3,0.3,0,INDX,Low,FOOT
Duckabush River,2008,2008-03-06,66,1.1,0.1,1,0,SUPP,Low,FOOT
Dewatto River,2008,2008-04-08,99,1.8,0.3,1.5,0,INDX,Low,FOOT
Dewatto River,2008,2008-04-08,99,3,1.8,1.2,0,INDX,Low,FOOT
Duckabush River,2008,2008-04-10,101,2.6,2.3,0.3,0,INDX,Low,FOOT
Duckabush River,2008,2008-04-10,101,2.3,1.1,1.2,0,INDX,Low,FOOT
Duckabush River,2008,2008-04-10,101,1.1,0,1.1,0,SUPP,Low,FOOT
Dewatto River,2008,2008-04-22,113,3,1.8,1.2,0,INDX,Low,FOOT
Dewatto River,2008,2008-04-22,113,1.8,0.3,1.5,0,INDX,Low,FOOT
"Skokomish River, MS",2008,2008-04-21,112,5.3,2.2,3.1,0,INDX,Low,RAFT
"Skokomish River, MS",2008,2008-04-21,112,6.3,5.3,1,0,INDX,Low,RAFT
Little Quilcene River,2008,2008-04-07,98,5.4,4.3,1.1,0,INDX,Low,FOOT
Little Quilcene River,2008,2008-04-07,98,4.3,3,1.3,0,INDX,Low,FOOT
Little Quilcene River,2008,2008-04-07,98,3,1.8,1.2,0,INDX,Low,FOOT
Little Quilcene River,2008,2008-04-07,98,1.8,0.8,1,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-04-07,98,3.4,1.7,1.7,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-04-07,98,1.7,0,1.7,0,INDX,Low,FOOT
Tahuya River,2008,2008-04-07,98,1,0.6,0.4,0,SUPP,Low,FOOT
"Skokomish River, MS",2008,2008-04-11,102,6.3,5.3,1,0,INDX,Low,RAFT
"Skokomish River, MS",2008,2008-04-11,102,9,8,1,0,INDX,Low,RAFT
Union River,2008,2008-04-09,100,3,1.7,1.3,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-04-16,107,3.4,1.7,1.7,0,INDX,Low,FOOT
Little Quilcene River,2008,2008-04-15,106,5.4,4.3,1.1,0,INDX,Low,FOOT
Little Quilcene River,2008,2008-04-15,106,0.8,0,0.8,0,INDX,Low,FOOT
Dewatto River,2008,2008-04-30,121,3,1.8,1.2,0,INDX,Low,FOOT
Dewatto River,2008,2008-04-30,121,1.8,0.3,1.5,0,INDX,Low,FOOT
Tahuya River,2008,2008-04-29,120,7.5,5,2.5,0,INDX,Low,FOOT
"Skokomish River, MS",2008,2008-04-02,93,5.3,2.2,3.1,0,INDX,Low,RAFT
"Skokomish River, MS",2008,2008-04-02,93,6.3,5.3,1,0,INDX,Low,RAFT
"Skokomish River, MS",2008,2008-04-02,93,9,8,1,0,INDX,Low,RAFT
Tahuya River,2008,2008-04-14,105,11,10,1,0,INDX,Low,FOOT
Little Quilcene River,2008,2008-04-22,113,1.8,0.8,1,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-04-22,113,5.4,4.3,1.1,0,INDX,Medium,FOOT
Duckabush River,2008,2008-04-29,120,0.11,0.1,0.01,0,SPOT,Medium,FOOT
Union River,2008,2008-04-30,121,3,1.7,1.3,0,INDX,Low,FOOT
Union River,2008,2008-04-30,121,4,3,1,0,SUPP,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-04-23,114,3.4,1.7,1.7,0,INDX,Low,FOOT
Duckabush River,2008,2008-04-03,94,2.6,2.3,0.3,0,INDX,Low,FOOT
Duckabush River,2008,2008-04-03,94,2.3,1.1,1.2,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-04-23,114,1.7,0,1.7,0,INDX,Low,FOOT
Little Quilcene River,2008,2008-05-19,140,0.81,0.8,0.01,0,SPOT,High,FOOT
Duckabush River,2008,2008-05-19,140,0.11,0.1,0.01,0,SPOT,High,FOOT
"Skokomish River, MS",2008,2008-05-19,140,5.31,5.3,0.01,0,SPOT,High,FOOT
Union River,2008,2008-05-16,137,1.7,0.3,1.4,0,INDX,Low,FOOT
Union River,2008,2008-05-16,137,4,3,1,0,SUPP,Low,FOOT
Union River,2008,2008-05-16,137,3,1.7,1.3,0,INDX,Low,FOOT
Tahuya River,2008,2008-05-15,136,11,10,1,0,INDX,Low,FOOT
Tahuya River,2008,2008-05-15,136,10,7.5,2.5,0,INDX,Low,FOOT
Tahuya River,2008,2008-05-15,136,7.5,5,2.5,0,INDX,Low,FOOT
Little Quilcene River,2008,2008-05-06,127,5.4,4.3,1.1,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-05-06,127,4.3,3,1.3,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-05-06,127,3,1.8,1.2,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-05-06,127,1.8,0.8,1,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-05-06,127,0.8,0,0.8,0,INDX,Medium,FOOT
"Skokomish River, MS",2008,2008-06-04,156,5.3,5.2,0.1,0,INDX,Medium,FOOT
"Skokomish River, MS",2008,2008-06-04,156,6.3,5.3,1,0,INDX,Medium,RAFT
"Skokomish River, MS",2008,2008-06-04,156,9,8,1,0,INDX,Medium,RAFT
"Skokomish River, SF",2008,2008-06-04,156,0.8,0,0.8,0,INDX,Medium,RAFT
Vance Creek (SF Skok trib),2008,2008-05-29,150,3.4,1.7,1.7,0,INDX,Low,FOOT
Little Quilcene River,2008,2008-05-29,150,3,1.8,1.2,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-05-29,150,5.4,4.3,1.1,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-05-29,150,4.3,3,1.3,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-05-29,150,1.8,0.8,1,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-05-29,150,0.8,0,0.8,0,INDX,Medium,FOOT
Tahuya River,2008,2008-02-29,60,5,2.6,2.4,0,INDX,Low,FOOT
Tahuya River,2008,2008-02-29,60,1,0.6,0.4,0,SUPP,Low,FOOT
Duckabush River,2008,2008-02-27,58,2.6,2.3,0.3,0,INDX,Low,FOOT
Duckabush River,2008,2008-02-27,58,2.3,1.1,1.2,0,INDX,Low,FOOT
Duckabush River,2008,2008-02-27,58,1.1,0,1.1,0,SUPP,Low,FOOT
Dewatto River,2008,2008-02-26,57,0.3,0,0.3,0,SUPP,Low,FOOT
Dewatto River,2008,2008-02-19,50,3,1.8,1.2,0,INDX,Low,FOOT
Dewatto River,2008,2008-02-19,50,1.8,0.3,1.5,0,INDX,Low,FOOT
Dewatto River,2008,2008-03-04,64,3.2,3,0.2,0,SUPP,Low,FOOT
Tahuya River,2008,2008-03-14,74,10,7.5,2.5,0,INDX,Low,FOOT
Tahuya River,2008,2008-03-14,74,11,10,1,0,INDX,Low,FOOT
Duckabush River,2008,2008-03-12,72,0.11,0.1,0.01,0,SPOT,High,FOOT
Vance Creek (SF Skok trib),2008,2008-03-12,72,1.71,1.7,0.01,0,SPOT,High,FOOT
Union River,2008,2008-03-10,70,4,1.7,2.3,0,SUPP,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-03-18,78,3.4,2.9,0.5,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-03-18,78,2.9,1.8,1.1,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-03-18,78,1.7,0,1.7,0,INDX,Low,FOOT
Union River,2008,2008-03-17,77,4,1.7,2.3,0,SUPP,Low,FOOT
Duckabush River,2008,2008-03-17,77,2.6,2.3,0.3,0,INDX,Low,FOOT
Duckabush River,2008,2008-03-17,77,2.3,1.1,1.2,0,INDX,Low,FOOT
Duckabush River,2008,2008-03-17,77,1.1,0,1.1,0,SUPP,Low,FOOT
"Skokomish River, MS",2008,2008-03-19,79,5.31,5.3,0.01,0,SPOT,Medium,FOOT
"Skokomish River, MS",2008,2008-03-12,72,5.31,5.3,0.01,0,SPOT,High,FOOT
"Skokomish River, MS",2008,2008-03-21,81,6.51,6.5,0.01,0,SPOT,Medium,FOOT
Tahuya River,2008,2008-03-19,79,1,0.6,0.4,0,SUPP,Low,FOOT
Union River,2008,2008-03-24,84,4,3,1,0,SUPP,Low,FOOT
Union River,2008,2008-03-24,84,3,1.7,1.3,0,INDX,Low,FOOT
Tahuya River,2008,2008-03-24,84,10,7.5,2.5,0,INDX,Low,FOOT
Tahuya River,2008,2008-03-27,87,1,0.6,0.4,0,SUPP,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-03-27,87,3.4,1.7,1.7,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-03-27,87,1.7,0,1.7,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-05-20,141,3.4,1.7,1.7,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-05-20,141,1.7,0,1.7,0,INDX,Low,FOOT
Dewatto River,2008,2008-05-19,140,3,1.8,1.2,0,INDX,Low,FOOT
Dewatto River,2008,2008-05-19,140,1.8,0.3,1.5,0,INDX,Low,FOOT
Tahuya River,2008,2008-05-15,136,5,2.6,2.4,0,INDX,Low,FOOT
Tahuya River,2008,2008-05-15,136,2.6,1,1.6,0,INDX,Low,FOOT
Tahuya River,2008,2008-05-15,136,1,0.6,0.4,0,SUPP,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-05-14,135,3.4,1.7,1.7,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-05-29,150,1.7,0,1.7,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-06-04,156,3.4,1.7,1.7,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-06-04,156,1.7,0,1.7,0,INDX,Low,FOOT
Duckabush River,2008,2008-05-27,148,0.11,0.1,0.01,0,SPOT,High,FOOT
Tahuya River,2008,2008-05-22,143,1,0.6,0.4,0,SPOT,Low,FOOT
Tahuya River,2008,2008-05-22,143,2.5,1,1.5,0,INDX,Low,FOOT
Tahuya River,2008,2008-05-22,143,5,2.5,2.5,0,INDX,Low,FOOT
Duckabush River,2008,2008-04-17,108,2.6,2.3,0.3,0,INDX,Low,FOOT
Duckabush River,2008,2008-04-17,108,1.1,0,1.1,0,SUPP,Low,FOOT
Duckabush River,2008,2008-05-13,134,2.3,1.1,1.2,0,INDX,Medium,FOOT
Duckabush River,2008,2008-04-22,113,2.6,2.3,0.3,0,INDX,Low,FOOT
Duckabush River,2008,2008-04-22,113,2.3,1.1,1.2,0,INDX,Low,FOOT
Duckabush River,2008,2008-04-22,113,1.1,0,1.1,0,SUPP,Low,FOOT
Duckabush River,2008,2008-05-07,128,0.11,0.1,0.01,0,SPOT,High,FOOT
Vance Creek (SF Skok trib),2008,2008-05-14,135,1.7,0,1.7,0,INDX,Low,FOOT
Dewatto River,2008,2008-05-13,134,3,1.8,1.2,0,INDX,Low,FOOT
Dewatto River,2008,2008-05-13,134,1.8,0.3,1.5,0,INDX,Low,FOOT
"Skokomish River, MS",2008,2008-05-09,130,5.3,2.2,3.1,0,INDX,Medium,RAFT
"Skokomish River, MS",2008,2008-05-09,130,6.3,5.3,1,0,INDX,Medium,RAFT
"Skokomish River, MS",2008,2008-05-09,130,9,8,1,0,INDX,Medium,RAFT
"Skokomish River, SF",2008,2008-05-09,130,0.8,0,0.8,0,INDX,Medium,RAFT
Vance Creek (SF Skok trib),2008,2008-05-08,129,3.4,1.7,1.7,0,INDX,Low,FOOT
Duckabush River,2008,2008-03-24,84,2.6,2.3,0.3,0,INDX,Low,FOOT
Duckabush River,2008,2008-03-24,84,2.3,1.1,1.2,0,INDX,Low,FOOT
Duckabush River,2008,2008-05-01,122,2.6,2.3,0.3,0,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2008,2008-05-08,129,1.7,0,1.7,0,INDX,Low,FOOT
Tahuya River,2008,2008-05-06,127,2.6,1,1.6,0,INDX,Low,FOOT
Tahuya River,2008,2008-05-06,127,1,0.6,0.4,0,SUPP,Low,FOOT
"Skokomish River, MS",2008,2008-05-02,123,6.3,5.3,1,0,INDX,Medium,RAFT
Dewatto River,2008,2008-04-09,100,3,1.8,1.2,0,INDX,Low,FOOT
"Skokomish River, SF",2008,2008-05-02,123,0.8,0,0.8,0,INDX,Medium,RAFT
Vance Creek (SF Skok trib),2008,2008-05-01,122,3.4,1.7,1.7,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2008,2008-05-01,122,1.7,0,1.7,0,INDX,Low,FOOT
"Skokomish River, SF",2008,2008-03-05,65,0.8,0,0.8,0,INDX,Medium,FOOT
"Skokomish River, SF",2008,2008-03-06,66,13.5,10,3.5,0,INDX,Medium,FOOT
"Skokomish River, SF",2008,2008-03-07,67,0.1,0,0.1,0,INDX,Medium,FOOT
"Skokomish River, SF",2008,2008-03-17,77,0.8,0,0.8,0,INDX,Medium,FOOT
"Skokomish River, SF",2008,2008-03-18,78,13.5,10,3.5,0,INDX,Medium,FOOT
"Skokomish River, SF",2008,2008-03-19,79,19,13.5,5.5,0,INDX,Medium,FOOT
"Skokomish River, SF",2008,2008-03-06,66,5,0.8,4.2,0,INDX,,FOOT
"Skokomish River, SF",2008,2008-03-18,78,5,0.8,4.2,0,INDX,Medium,FOOT
"Skokomish River, SF",2008,2008-03-31,91,4.2,0.8,3.4,0,INDX,,FOOT
"Skokomish River, SF",2008,2008-04-02,93,13.5,10,3.5,0,INDX,,FOOT
"Skokomish River, SF",2008,2008-04-04,95,19,13.5,5.5,0,INDX,Low,FOOT
"Skokomish River, SF",2008,2008-05-22,143,12,10,2,0,INDX,,FOOT
"Skokomish River, SF",2008,2008-06-04,156,4.5,0.8,3.7,0,INDX,Medium,FOOT
"Skokomish River, SF",2008,2008-06-25,177,4.5,2.5,2,0,INDX,,FOOT
"Skokomish River, SF",2008,2008-07-02,184,23.5,19,4.5,0,INDX,,FOOT
Little Quilcene River,2008,2008-03-26,86,1.8,0,1.8,0,INDX,Low,FOOT
Little Quilcene River,2008,2008-04-28,119,4.3,3,1.3,0,INDX,High,FOOT
Little Quilcene River,2008,2008-04-28,119,5.3,4.3,1,0,INDX,High,FOOT
Little Quilcene River,2008,2008-05-01,122,1.8,0,1.8,0,INDX,High,FOOT
Little Quilcene River,2008,2008-05-01,122,3,1.8,1.2,0,INDX,High,FOOT
Little Quilcene River,2008,2008-06-05,157,1.8,0,1.8,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-06-05,157,3,1.8,1.2,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-06-05,157,4.3,3,1.3,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-06-05,157,5.3,4.3,1,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-06-13,165,3,1.8,1.2,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-06-13,165,4.3,3,1.3,0,INDX,Medium,FOOT
Little Quilcene River,2008,2008-06-13,165,5.3,4.3,1,0,INDX,Medium,FOOT
Duckabush River,2008,2008-03-04,64,2.3,1.3,1,0,INDX,Medium,FOOT
Dewatto River,2008,2008-06-17,169,1.8,0.3,1.5,0,INDX,Medium,FOOT
Dewatto River,2008,2008-06-17,169,3,1.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2008,2008-03-04,64,2.6,2.3,0.3,0,INDX,Medium,FOOT
Duckabush River,2008,2008-03-04,64,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2008,2008-03-11,71,2.3,1.1,1.2,0,INDX,Medium,FOOT
Duckabush River,2008,2008-03-13,73,6,4.8,1.2,0,INDX,High,FOOT
Duckabush River,2008,2008-03-17,77,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2008,2008-03-27,87,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2008,2008-04-03,94,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2008,2008-04-11,102,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2008,2008-04-24,115,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2008,2008-04-29,120,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2008,2008-05-08,129,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2008,2008-06-12,164,6,4.8,1.2,0,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2008,2008-03-05,65,0.1,0,0.1,0,SUPP,Medium-high,FOOT
LeBar Creek (SF Skok trib),2008,2008-03-20,80,0.5,0,0.5,0,SUPP,,FOOT
Vance Creek (SF Skok trib),2008,2008-03-18,78,0.4,0,0.4,0,SUPP,Medium,FOOT
Browns Creek (SF Skok trib),2008,2008-03-20,80,0.5,0,0.5,0,SUPP,Medium,FOOT
Browns Creek (SF Skok trib),2008,2008-04-02,93,0.5,0,0.5,0,SUPP,Medium,FOOT
LeBar Creek (SF Skok trib),2008,2008-04-02,93,0.5,0,0.5,0,SUPP,Medium,FOOT
Browns Creek (SF Skok trib),2008,2008-04-25,116,0.5,0,0.5,0,SUPP,Medium-high,FOOT
LeBar Creek (SF Skok trib),2008,2008-04-25,116,0.5,0,0.5,0,SUPP,Medium-low,FOOT
Browns Creek (SF Skok trib),2008,2008-05-15,136,3.5,2,1.5,0,SUPP,,FOOT
LeBar Creek (SF Skok trib),2008,2008-05-27,148,0.5,0,0.5,0,SUPP,Medium,FOOT
Browns Creek (SF Skok trib),2008,2008-05-28,149,0.5,0,0.5,0,SUPP,Medium,FOOT
Browns Creek (SF Skok trib),2008,2008-07-04,186,0.5,0,0.5,0,SUPP,Low,FOOT
LeBar Creek (SF Skok trib),2008,2008-07-04,186,0.5,0,0.5,0,SUPP,Low,FOOT
Dewatto River,2008,2008-02-29,60,5.8,4.8,1,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-02-29,60,7.5,5.8,1.7,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-03-07,67,5.8,4.8,1,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-03-07,67,7.5,5.8,1.7,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-03-13,73,5.8,4.8,1,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-03-13,73,7.5,5.8,1.7,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-03-20,80,5.8,4.8,1,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-03-20,80,7.5,5.8,1.7,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-03-20,80,3.2,3,0.2,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-03-28,88,5.8,4.8,1,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-04-04,95,5.8,4.8,1,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-04-04,95,7.5,5.8,1.7,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-04-09,100,0.3,0,0.3,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-04-10,101,5.8,4.8,1,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-04-10,101,7.5,5.8,1.7,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-04-21,112,5.8,4.8,1,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-04-23,114,0.3,0,0.3,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-04-23,114,3.2,3,0.2,0,SUPP,Medium,FOOT
Dewatto River,2008,2008-04-24,115,7.5,5.8,1.7,0,SUPP,Low,FOOT
